GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물주부구분코드,건물주부구분명,건물대지면적,건물건축면적,건물연면적,용적율,건폐율,건축물구조코드,건축물구조명,주요용도코드,주요용도명,세부용도코드,세부용도명,건물용도분류코드,건물용도분류명,건물높이,지상층수,지하층수,허가일자,사용승인일자,데이터기준일자
1994171612804345685200000000,2818510300106250007,2818510300,인천광역시 연수구 연수동,1,일반,625-7,4388,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,124.91,511.39,214.51,58.37,21,철근콘크리트구조,04000,제2종근린생활시설,04000,제2종근린생활시설,2,상업용,13.4,4,1,1993-07-02,1994-01-13,2023-09-14
2002171602254345780700000000,2818510300106250008,2818510300,인천광역시 연수구 연수동,1,일반,625-8,4389,1,일반건축물,2,일반건축물대방,,,0,주건축물,214.1,127.65,433.61,202.53,59.62,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.2,4,0,2001-09-18,2002-12-21,2023-09-14
1995171591534345873300000000,2818510300106250009,2818510300,인천광역시 연수구 연수동,1,일반,625-9,4390,1,일반건축물,2,일반건축물대방,,,0,주건축물,214.1,127.68,443.295,201.45,59.64,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.65,4,1,1994-12-21,1995-07-25,2023-09-14
1994171580224345959900000000,2818510300106250010,2818510300,인천광역시 연수구 연수동,1,일반,625-10,4391,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,122.4,491.67,206.2,57.2,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.35,4,1,1993-08-07,1994-06-22,2023-09-14
1995171569284346051500000000,2818510300106250011,2818510300,인천광역시 연수구 연수동,1,일반,625-11,4392,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.9,124.8,481.86,199.38,58.35,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.2,4,1,1994-10-14,1995-05-01,2023-09-14
1994171558284346143500000000,2818510300106250012,2818510300,인천광역시 연수구 연수동,1,일반,625-12,4393,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.9,126.92,478.65,195.79,59.34,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.2,4,1,1994-06-21,1994-10-31,2023-09-14
1995171545414346246700000000,2818510300106250013,2818510300,인천광역시 연수구 연수동,1,일반,625-13,4394,1,일반건축물,2,일반건축물대방,,,0,주건축물,212.1,127.15,549.12,197.96,59.95,21,철근콘크리트구조,01000,단독주택,01000,단독주택,2,상업용,14.85,4,1,1993-08-24,1995-04-22,2023-09-14
1994171533144346090600000000,2818510300106260000,2818510300,인천광역시 연수구 연수동,1,일반,626,4395,1,일반건축물,2,일반건축물대방,,,0,주건축물,210.2,123.88,472.98,215.76,58.93,21,철근콘크리트구조,04000,제2종근린생활시설,04001,일반음식점,2,상업용,14.2,4,1,1994-04-09,1994-11-23,2023-09-14
1996171545184345988700000000,2818510300106260001,2818510300,인천광역시 연수구 연수동,1,일반,626-1,4396,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.8,124.95,478.5,223.81,58.44,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.75,4,0,1992-05-02,1996-05-04,2023-09-14
1995171557164345906700000000,2818510300106260002,2818510300,인천광역시 연수구 연수동,1,일반,626-2,4397,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,127.14,476.61,212.14,59.41,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12,4,1,1994-11-14,1995-06-05,2023-09-14
1994171566914345803200000000,2818510300106260003,2818510300,인천광역시 연수구 연수동,1,일반,626-3,4398,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.7,125.99,398.34,163.38,58.96,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10.1,3,1,1994-02-10,1994-07-12,2023-09-14
1994171577574345713800000000,2818510300106260004,2818510300,인천광역시 연수구 연수동,1,일반,626-4,4399,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,128.22,494.37,193.29,59.92,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.8,4,1,1993-08-24,1994-10-29,2023-09-14
1995171588374345617400000000,2818510300106260005,2818510300,인천광역시 연수구 연수동,1,일반,626-5,4400,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.7,126.26,480.76,197.62,59.08,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.1,4,0,1995-02-24,1995-06-01,2023-09-14
1994171600014345528700000000,2818510300106260006,2818510300,인천광역시 연수구 연수동,1,일반,626-6,4401,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.9,126.54,493.21,214.56,59.15,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.95,4,1,1994-05-17,1994-10-29,2023-09-14
1994171588954345408500000000,2818510300106260007,2818510300,인천광역시 연수구 연수동,1,일반,626-7,4402,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.8,113.055,452.22,158.64,52.88,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,11.7,3,1,1994-04-19,1994-09-17,2023-09-14
1995171578404345502800000000,2818510300106260008,2818510300,인천광역시 연수구 연수동,1,일반,626-8,4403,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.7,124.7,339.12,158.69,58.35,11,벽돌구조,01000,단독주택,01003,다가구주택,1,주거용,9.6,3,0,1994-10-11,1995-02-24,2023-09-14
1994171567414345596600000000,2818510300106260009,2818510300,인천광역시 연수구 연수동,1,일반,626-9,4404,1,일반건축물,2,일반건축물대방,,주건축물제1동,0,주건축물,,126.5,487.27,,,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.1,4,1,1993-06-23,1994-09-15,2023-09-14
2002171556874345696600000000,2818510300106260010,2818510300,인천광역시 연수구 연수동,1,일반,626-10,4405,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.6,128.01,449.46,210.42,59.93,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.1,4,0,2001-09-07,2002-01-31,2023-09-14
1994171546194345780600000000,2818510300106260011,2818510300,인천광역시 연수구 연수동,1,일반,626-11,4406,1,일반건축물,2,일반건축물대방,,,0,주건축물,214,117.68,422.76,185.16,54.99,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.3,4,1,1993-08-27,1994-02-05,2023-09-14
1995171534984345874700000000,2818510300106260012,2818510300,인천광역시 연수구 연수동,1,일반,626-12,4407,1,일반건축물,2,일반건축물대방,,,0,주건축물,213.6,127.2,488.67,189.64,59.55,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.1,4,1,1994-09-09,1995-02-13,2023-09-14
1994171523004345987800000000,2818510300106260013,2818510300,인천광역시 연수구 연수동,1,일반,626-13,4408,1,일반건축물,2,일반건축물대방,,,0,주건축물,209.9,120.21,492.16,203.37,57.27,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,13.4,4,1,1994-03-10,1994-09-27,2023-09-14
1994171510564345818900000000,2818510300106270000,2818510300,인천광역시 연수구 연수동,1,일반,627,4409,1,일반건축물,2,일반건축물대방,,,0,주건축물,238.3,132.57,529.28,191.86,55.63,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.65,4,1,1994-02-09,1994-11-09,2023-09-14
1996171525034345690100000000,2818510300106270001,2818510300,인천광역시 연수구 연수동,1,일반,627-1,4410,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.8,137.44,492,204.32,57.08,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.6,4,0,1995-06-30,1996-03-19,2023-09-14
1994171537214345585100000000,2818510300106270002,2818510300,인천광역시 연수구 연수동,1,일반,627-2,4411,1,일반건축물,2,일반건축물대방,,,0,주건축물,241,143.97,491.41,167.43,59.74,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10,3,1,1994-10-09,1994-02-04,2023-09-14
1993171550584345485200000000,2818510300106270003,2818510300,인천광역시 연수구 연수동,1,일반,627-3,4412,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.7,143.8,494.37,175.11,59.74,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10.6,3,1,1993-07-31,1993-12-08,2023-09-14
1995171562234345370900000000,2818510300106270004,2818510300,인천광역시 연수구 연수동,1,일반,627-4,4413,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.8,132.32,491.39,190.9,54.95,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,12.3,4,1,1994-05-23,1995-02-28,2023-09-14
1995171576154345257400000000,2818510300106270005,2818510300,인천광역시 연수구 연수동,1,일반,627-5,4414,1,일반건축물,2,일반건축물대방,,,0,주건축물,241,142.25,642.11,223.49,59.02,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,14.4,4,1,1993-08-27,1995-10-24,2023-09-14
1994171565254345148600000000,2818510300106270006,2818510300,인천광역시 연수구 연수동,1,일반,627-6,4415,1,일반건축물,2,일반건축물대방,,,0,주건축물,241,134.68,487.23,162.3,55.88,21,철근콘크리트구조,01000,단독주택,01003,다가구주택,1,주거용,10.2,3,1,1993-06-17,1994-05-14,2023-09-14
1994171552994345263900000000,2818510300106270007,2818510300,인천광역시 연수구 연수동,1,일반,627-7,4416,1,일반건축물,2,일반건축물대방,,,0,주건축물,240.9,143.85,467.52,156.65,59.71,21,철근콘크리트구조,04000,제2종근린생활시설,04000,제2종근린생활시설,1,주거용,9.1,3,1,1993-12-30,1994-09-30,2023-09-14
