측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20230812,동북권,성북구,14,9,0.0306,0.0155,0.41,0.0021
20230812,동북권,도봉구,13,9,0.0282,0.0094,0.53,0.0026
20230812,동북권,강북구,18,11,0.0308,0.0092,0.38,0.0021
20230812,동북권,노원구,19,11,0.0358,0.0102,0.34,0.002
20230812,서남권,강서구,20,11,0.0327,0.0143,0.4,0.0024
20230812,서남권,구로구,15,6,0.0274,0.0113,0.27,0.0018
20230812,서남권,영등포구,21,12,0.0325,0.0175,0.24,0.0022
20230812,서남권,동작구,20,11,0.0359,0.0125,0.31,0.0023
20230812,서남권,관악구,22,11,0.033,0.0138,0.39,0.0023
20230812,서남권,금천구,17,13,0.0294,0.0105,0.23,0.0026
20230812,서남권,양천구,20,12,0.0334,0.0139,0.39,0.0024
20230812,동남권,강남구,19,12,0.0304,0.0151,0.33,0.0028
20230812,동남권,서초구,19,7,0.0297,0.0136,0.34,0.0024
20230812,동남권,송파구,21,11,0.0302,0.0175,0.39,0.0021
20230812,동남권,강동구,19,11,0.0317,0.0072,0.34,0.0024
20230811,도심권,중구,14,9,0.0253,0.0174,0.41,0.003
20230811,도심권,종로구,14,7,0.0314,0.0145,0.42,0.0028
20230811,도심권,용산구,18,11,0.0336,0.0127,0.39,0.003
20230811,서북권,은평구,13,9,0.0248,0.01,0.27,0.0033
20230811,서북권,서대문구,12,6,0.0349,0.0089,0.33,0.0026
20230811,서북권,마포구,16,9,0.0359,0.0151,0.38,0.0024
20230811,동북권,광진구,19,11,0.0316,0.013,0.38,0.0026
20230811,동북권,성동구,18,11,0.032,0.0148,0.38,0.0023
20230811,동북권,중랑구,17,10,0.0303,0.0117,0.2,0.0021
20230811,동북권,동대문구,16,9,0.0345,0.0104,0.39,0.003
20230811,동북권,성북구,11,8,0.029,0.0164,0.43,0.0023
20230811,동북권,도봉구,11,7,0.0297,0.0097,0.53,0.0026
20230811,동북권,강북구,13,8,0.034,0.0094,0.36,0.0021
20230811,동북권,노원구,16,9,0.0312,0.0145,0.38,0.002
20230811,서남권,강서구,18,9,0.0319,0.0128,0.36,0.0025
20230811,서남권,구로구,14,6,0.0278,0.0091,0.27,0.002
20230811,서남권,영등포구,17,10,0.0335,0.0139,0.24,0.0021
20230811,서남권,동작구,19,10,0.0399,0.0088,0.32,0.0023
20230811,서남권,관악구,21,10,0.0357,0.0097,0.39,0.0024
20230811,서남권,금천구,16,11,0.0337,0.0093,0.23,0.0029
20230811,서남권,양천구,17,8,0.0332,0.0114,0.36,0.0024
20230811,동남권,강남구,19,12,0.0327,0.0132,0.36,0.003
20230811,동남권,서초구,19,7,0.033,0.0095,0.35,0.0025
20230811,동남권,송파구,19,10,0.0372,0.0123,0.37,0.0022
20230811,동남권,강동구,18,11,0.0295,0.01,0.39,0.0023
20230810,도심권,중구,4,2,0.0303,0.0095,0.26,0.0031
20230810,도심권,종로구,4,1,0.0361,0.0076,0.26,0.0025
20230810,도심권,용산구,5,3,0.0322,0.0089,0.27,0.0028
20230810,서북권,은평구,3,5,0.0314,0.0045,0.18,0.003
20230810,서북권,서대문구,4,1,0.0393,0.0048,0.19,0.0025
20230810,서북권,마포구,6,2,0.0379,0.0083,0.25,0.0024
20230810,동북권,광진구,4,1,0.0341,0.0056,0.27,0.0024
20230810,동북권,성동구,6,2,0.0319,0.0087,0.2,0.0027
20230810,동북권,중랑구,6,2,0.0302,0.0063,0.13,0.0019
20230810,동북권,동대문구,5,1,0.0323,0.0068,0.26,0.0029
20230810,동북권,성북구,4,2,0.0295,0.0127,0.31,0.0022
20230810,동북권,도봉구,3,1,0.0391,0.0044,0.36,0.0027
20230810,동북권,강북구,4,1,0.0408,0.0035,0.23,0.002
20230810,동북권,노원구,5,1,0.0388,0.0049,0.22,0.0019
20230810,서남권,강서구,6,2,0.031,0.0076,0.26,0.0021
20230810,서남권,구로구,4,1,0.0253,0.0066,0.19,0.0018
20230810,서남권,영등포구,5,2,0.0343,0.0107,0.19,0.0022
20230810,서남권,동작구,5,2,0.037,0.0084,0.19,0.0021
20230810,서남권,관악구,7,2,0.0313,0.009,0.27,0.0022
20230810,서남권,금천구,4,3,0.0341,0.0077,0.19,0.0028
20230810,서남권,양천구,6,1,0.0323,0.0085,0.26,0.0023
20230810,동남권,강남구,4,2,0.0321,0.01,0.22,0.0028
20230810,동남권,서초구,5,1,0.029,0.0087,0.22,0.0024
20230810,동남권,송파구,6,2,0.0359,0.0096,0.26,0.002
20230810,동남권,강동구,5,1,0.0313,0.0056,0.21,0.0022
20230809,도심권,중구,6,4,0.0158,0.0119,0.28,0.0036
20230809,도심권,종로구,6,2,0.022,0.0074,0.25,0.0025
20230809,도심권,용산구,9,5,0.0163,0.0135,0.28,0.0031
20230809,서북권,은평구,6,5,0.0181,0.0055,0.19,0.0028
20230809,서북권,서대문구,5,2,0.0217,0.0072,0.19,0.0026
20230809,서북권,마포구,9,5,0.0208,0.0082,0.25,0.0023
20230809,동북권,광진구,7,2,0.0191,0.007,0.29,0.0034
20230809,동북권,성동구,8,5,0.0202,0.007,0.19,0.0027
20230809,동북권,중랑구,8,3,0.0186,0.005,0.12,0.002
20230809,동북권,동대문구,8,3,0.0188,0.0063,0.25,0.0032
20230809,동북권,성북구,7,2,0.0177,0.0106,0.27,0.0023
20230809,동북권,도봉구,7,2,0.0203,0.0063,0.36,0.0028
20230809,동북권,강북구,9,4,0.0169,0.0063,0.21,0.002
20230809,동북권,노원구,8,3,0.0196,0.0064,0.23,0.0019
20230809,서남권,강서구,10,3,0.02,0.0097,0.31,0.0021
20230809,서남권,구로구,7,1,0.0151,0.0073,0.19,0.0018
20230809,서남권,영등포구,10,5,0.0197,0.0124,0.2,0.0024
20230809,서남권,동작구,9,3,0.023,0.0083,0.2,0.0022
20230809,서남권,관악구,10,3,0.0186,0.0089,0.26,0.0023
20230809,서남권,금천구,9,5,0.0196,0.0083,0.18,0.0029
20230809,서남권,양천구,9,3,0.0189,0.0101,0.27,0.0024
20230809,동남권,강남구,8,3,0.0178,0.0092,0.21,0.0028
20230809,동남권,서초구,10,1,0.0178,0.0092,0.23,0.0025
20230809,동남권,송파구,10,4,0.02,0.0095,0.28,0.0021
20230809,동남권,강동구,7,3,0.0175,0.0046,0.22,0.0022
20230808,도심권,중구,8,7,0.0161,0.0156,0.31,0.0038
20230808,도심권,종로구,7,2,0.0283,0.008,0.25,0.0027
20230808,도심권,용산구,11,6,0.0181,0.0169,0.29,0.0034
20230808,서북권,은평구,7,6,0.0258,0.006,0.18,0.0029
20230808,서북권,서대문구,5,3,0.0305,0.0074,0.19,0.0026
20230808,서북권,마포구,12,4,0.0337,0.0076,0.25,0.0025
20230808,동북권,광진구,6,2,0.0244,0.007,0.23,0.0026
20230808,동북권,성동구,7,3,0.0261,0.0061,0.18,0.0027
20230808,동북권,중랑구,8,3,0.023,0.0044,0.12,0.002
20230808,동북권,동대문구,8,3,0.024,0.0068,0.24,0.0035
20230808,동북권,성북구,9,1,0.0237,0.0109,0.26,0.0023
20230808,동북권,도봉구,5,3,0.0287,0.0046,0.33,0.0027
20230808,동북권,강북구,11,4,0.0273,0.0055,0.17,0.002
20230808,동북권,노원구,7,4,0.0247,0.0058,0.23,0.0019
20230808,서남권,강서구,9,3,0.0319,0.0092,0.31,0.0022
20230808,서남권,구로구,5,1,0.0242,0.0067,0.19,0.0019
20230808,서남권,영등포구,11,5,0.0288,0.0123,0.2,0.0022
20230808,서남권,동작구,10,4,0.0309,0.0091,0.21,0.0023
20230808,서남권,관악구,13,8,0.0268,0.0112,0.29,0.0024
20230808,서남권,금천구,7,5,0.0292,0.0073,0.18,0.0029
20230808,서남권,양천구,10,4,0.0308,0.0091,0.27,0.0024
20230808,동남권,강남구,15,7,0.0232,0.0127,0.22,0.0034
20230808,동남권,서초구,9,1,0.025,0.0087,0.23,0.0026
20230808,동남권,송파구,10,3,0.0275,0.0091,0.26,0.0021
20230808,동남권,강동구,6,3,0.0193,0.0051,0.21,0.0023
20230807,도심권,중구,9,6,0.0164,0.0127,0.29,0.0022
20230807,도심권,종로구,9,4,0.0293,0.0085,0.28,0.0028
20230807,도심권,용산구,12,8,0.0236,0.0161,0.3,0.003
20230807,서북권,은평구,9,7,0.0237,0.006,0.2,0.0029
20230807,서북권,서대문구,7,3,0.0307,0.0069,0.25,0.0026
20230807,서북권,마포구,12,7,0.0322,0.0091,0.29,0.0025
20230807,동북권,광진구,11,4,0.0262,0.0065,0.22,0.0025
20230807,동북권,성동구,10,7,0.0285,0.0066,0.2,0.0028
20230807,동북권,중랑구,11,5,0.0234,0.0045,0.13,0.0021
20230807,동북권,동대문구,10,5,0.0193,0.0128,0.22,0.0031
20230807,동북권,성북구,10,3,0.0238,0.01,0.32,0.0025
20230807,동북권,도봉구,9,3,0.0258,0.0054,0.38,0.0026
20230807,동북권,강북구,16,6,0.0232,0.0062,0.18,0.002
20230807,동북권,노원구,9,5,0.0244,0.0066,0.24,0.002
20230807,서남권,강서구,13,7,0.0326,0.0107,0.34,0.0022
20230807,서남권,구로구,10,3,0.0289,0.0078,0.22,0.0019
20230807,서남권,영등포구,14,9,0.0308,0.0131,0.21,0.0023
20230807,서남권,동작구,14,8,0.0326,0.0109,0.23,0.0024
20230807,서남권,관악구,13,6,0.0206,0.011,0.2,0.0024
20230807,서남권,금천구,13,11,0.0255,0.0074,0.21,0.0029
20230807,서남권,양천구,13,7,0.0306,0.0107,0.3,0.0025
20230807,동남권,강남구,11,7,0.0228,0.0104,0.22,0.0027
20230807,동남권,서초구,12,1,0.0312,0.0119,0.27,0.0027
20230807,동남권,송파구,14,6,0.0283,0.0109,0.28,0.0023
20230807,동남권,강동구,8,4,0.0207,0.0062,0.22,0.0024
20230806,도심권,중구,19,16,0.0261,0.0135,0.32,0.0022
20230806,도심권,종로구,21,14,0.036,0.0104,0.32,0.0029
20230806,도심권,용산구,24,19,0.0385,0.012,0.35,0.0029
20230806,서북권,은평구,19,14,0.0224,0.0062,0.24,0.0028
20230806,서북권,서대문구,16,11,0.0309,0.0074,0.31,0.0026
20230806,서북권,마포구,25,17,0.0362,0.0105,0.3,0.0025
20230806,동북권,광진구,21,15,0.0342,0.0088,0.28,0.0023
20230806,동북권,성동구,22,17,0.0384,0.0101,0.25,0.0024
20230806,동북권,중랑구,24,16,0.0268,0.0053,0.15,0.0021
20230806,동북권,동대문구,26,19,0.0356,0.019,0.21,0.0025
20230806,동북권,성북구,13,12,0.0357,0.0104,0.31,0.0027
20230806,동북권,도봉구,16,12,0.0309,0.006,0.42,0.0026
20230806,동북권,강북구,27,16,0.0286,0.0057,0.2,0.0019
20230806,동북권,노원구,22,14,0.0304,0.0079,0.27,0.0021
20230806,서남권,강서구,26,17,0.0373,0.0097,0.31,0.0023
20230806,서남권,구로구,20,12,0.0364,0.0087,0.24,0.0021
20230806,서남권,영등포구,23,18,0.0353,0.0125,0.26,0.0023
20230806,서남권,동작구,25,18,0.0402,0.0113,0.26,0.0025
20230806,서남권,관악구,27,18,0.0372,0.0124,0.25,0.0025
20230806,서남권,금천구,21,20,0.0344,0.0099,0.22,0.0032
20230806,서남권,양천구,25,18,0.0361,0.0096,0.31,0.0024
20230806,동남권,강남구,24,18,0.0392,0.0111,0.26,0.0028
20230806,동남권,서초구,21,10,0.0475,0.0111,0.3,0.0027
20230806,동남권,송파구,23,14,0.0406,0.011,0.3,0.0023
20230806,동남권,강동구,20,12,0.0286,0.0084,0.24,0.0025
20230805,도심권,중구,16,13,0.0272,0.008,0.23,0.0027
20230805,도심권,종로구,18,11,0.0322,0.008,0.25,0.0041
20230805,도심권,용산구,23,15,0.0328,0.0094,0.28,0.0033
20230805,서북권,은평구,16,14,0.0229,0.0056,0.17,0.0032
20230805,서북권,서대문구,15,10,0.0297,0.0065,0.23,0.003
20230805,서북권,마포구,21,13,0.0274,0.0103,0.25,0.0031
20230805,동북권,광진구,23,14,0.0294,0.0104,0.24,0.0025
20230805,동북권,성동구,21,14,0.0294,0.0115,0.22,0.0029
20230805,동북권,중랑구,22,15,0.0291,0.0068,0.2,0.0025
20230805,동북권,동대문구,21,13,0.0308,0.008,0.17,0.0024
20230805,동북권,성북구,12,8,0.027,0.0092,0.25,0.0031
20230805,동북권,도봉구,13,9,0.028,0.0048,0.35,0.003
20230805,동북권,강북구,20,12,0.0272,0.0043,0.2,0.0024
20230805,동북권,노원구,19,12,0.0265,0.0082,0.24,0.0024
20230805,서남권,강서구,22,13,0.0248,0.0105,0.26,0.003
20230805,서남권,구로구,17,9,0.027,0.0079,0.2,0.0028
20230805,서남권,영등포구,20,14,0.0259,0.0132,0.26,0.0029
20230805,서남권,동작구,22,15,0.0353,0.0115,0.22,0.003
20230805,서남권,관악구,26,15,0.0323,0.0117,0.28,0.003
20230805,서남권,금천구,21,16,0.0288,0.0124,0.2,0.0037
20230805,서남권,양천구,22,14,0.0262,0.0104,0.27,0.003
20230805,동남권,강남구,22,15,0.0335,0.0116,0.23,0.0033
20230805,동남권,서초구,22,8,0.0329,0.0107,0.25,0.0032
20230805,동남권,송파구,26,15,0.0322,0.0162,0.29,0.0031
20230805,동남권,강동구,23,15,0.027,0.0112,0.23,0.0027
20230804,도심권,중구,17,12,0.0259,0.0157,0.29,0.0027
20230804,도심권,종로구,19,11,0.0301,0.0147,0.3,0.0035
20230804,도심권,용산구,24,16,0.0294,0.0173,0.32,0.0033
20230804,서북권,은평구,17,13,0.0231,0.0085,0.23,0.0033
20230804,서북권,서대문구,16,10,0.0286,0.0112,0.27,0.0033
20230804,서북권,마포구,22,13,0.0278,0.0151,0.29,0.0031
20230804,동북권,광진구,22,13,0.0284,0.0146,0.26,0.0026
20230804,동북권,성동구,21,13,0.023,0.0177,0.25,0.003
20230804,동북권,중랑구,22,15,0.0291,0.0115,0.23,0.0024
20230804,동북권,동대문구,23,14,0.0299,0.0152,0.19,0.0025
20230804,동북권,성북구,14,10,0.0288,0.013,0.28,0.0032
20230804,동북권,도봉구,14,9,0.0319,0.007,0.37,0.0029
20230804,동북권,강북구,21,12,0.0307,0.0062,0.22,0.0023
20230804,동북권,노원구,20,11,0.0291,0.0108,0.25,0.0025
20230804,서남권,강서구,23,14,0.0264,0.0127,0.27,0.0029
20230804,서남권,구로구,14,8,0.0252,0.0093,0.2,0.0026
20230804,서남권,영등포구,21,14,0.0264,0.0178,0.29,0.0029
20230804,서남권,동작구,20,13,0.028,0.0156,0.24,0.003
20230804,서남권,관악구,23,13,0.0249,0.0143,0.3,0.0029
20230804,서남권,금천구,19,15,0.0213,0.0138,0.21,0.0036
20230804,서남권,양천구,21,14,0.0271,0.0129,0.28,0.0029
20230804,동남권,강남구,22,15,0.0296,0.0179,0.26,0.0034
20230804,동남권,서초구,24,7,0.0276,0.0165,0.27,0.0031
20230804,동남권,송파구,26,14,0.0302,0.0199,0.31,0.0029
20230804,동남권,강동구,21,12,0.0257,0.0149,0.25,0.0027
20230803,도심권,중구,16,15,0.0127,0.0184,0.29,0.0027
20230803,도심권,종로구,22,14,0.0295,0.0154,0.3,0.0035
20230803,도심권,용산구,25,18,0.031,0.0165,0.32,0.0033
20230803,서북권,은평구,20,16,0.0208,0.0097,0.26,0.0032
20230803,서북권,서대문구,16,12,0.0266,0.0122,0.27,0.003
20230803,서북권,마포구,25,16,0.0293,0.0147,0.28,0.0033
20230803,동북권,광진구,23,14,0.027,0.0159,0.28,0.0026
20230803,동북권,성동구,23,17,0.0281,0.0171,0.26,0.0029
20230803,동북권,중랑구,24,17,0.0268,0.0139,0.26,0.0024
20230803,동북권,동대문구,25,16,0.0292,0.0103,0.19,0.0024
20230803,동북권,성북구,16,11,0.0263,0.0136,0.29,0.0032
20230803,동북권,도봉구,14,11,0.0271,0.0092,0.37,0.0028
20230803,동북권,강북구,23,13,0.0281,0.0077,0.24,0.0023
20230803,동북권,노원구,21,13,0.0247,0.0122,0.27,0.0023
20230803,서남권,강서구,26,17,0.0283,0.0142,0.29,0.0028
20230803,서남권,구로구,18,10,0.0245,0.0104,0.2,0.0025
20230803,서남권,영등포구,24,16,0.0262,0.0163,0.22,0.0029
20230803,서남권,동작구,21,14,0.0303,0.0124,0.21,0.0029
20230803,서남권,관악구,26,15,0.0262,0.0147,0.29,0.0029
20230803,서남권,금천구,22,16,0.0257,0.0114,0.19,0.0033
20230803,서남권,양천구,23,17,0.0274,0.0141,0.29,0.0028
20230803,동남권,강남구,23,17,0.0299,0.0181,0.26,0.0033
20230803,동남권,서초구,25,8,0.0264,0.016,0.26,0.003
20230803,동남권,송파구,25,15,0.0271,0.0176,0.29,0.0026
20230803,동남권,강동구,22,14,0.0245,0.0158,0.26,0.0028
20230802,도심권,중구,29,25,0.0338,0.0162,0.32,0.0024
20230802,도심권,종로구,33,22,0.0388,0.0149,0.36,0.0033
20230802,도심권,용산구,38,29,0.0377,0.0194,0.41,0.0032
20230802,서북권,은평구,28,21,0.0268,0.0094,0.3,0.003
20230802,서북권,서대문구,25,18,0.0359,0.0111,0.31,0.0029
20230802,서북권,마포구,36,25,0.0344,0.0172,0.35,0.003
20230802,동북권,광진구,36,26,0.0356,0.0162,0.33,0.0025
20230802,동북권,성동구,36,27,0.0367,0.0194,0.33,0.0029
20230802,동북권,중랑구,36,28,0.0327,0.0131,0.32,0.0022
20230802,동북권,동대문구,36,26,0.0406,0.01,0.22,0.0026
20230802,동북권,성북구,21,19,0.038,0.0136,0.36,0.003
20230802,동북권,도봉구,24,17,0.039,0.0086,0.43,0.0027
20230802,동북권,강북구,35,24,0.0378,0.0073,0.27,0.0022
20230802,동북권,노원구,31,22,0.0351,0.0121,0.31,0.0021
20230802,서남권,강서구,34,25,0.0282,0.0169,0.35,0.0028
20230802,서남권,구로구,32,22,0.0278,0.0152,0.28,0.0027
20230802,서남권,영등포구,35,27,0.031,0.0208,0.25,0.0029
20230802,서남권,동작구,36,28,0.0361,0.0157,0.32,0.0025
20230802,서남권,관악구,41,28,0.0331,0.0198,0.4,0.0031
20230802,서남권,금천구,36,28,0.0296,0.015,0.25,0.0033
20230802,서남권,양천구,35,25,0.0259,0.0175,0.38,0.0028
20230802,동남권,강남구,37,29,0.0371,0.0212,0.34,0.0031
20230802,동남권,서초구,37,20,0.0394,0.0174,0.35,0.003
20230802,동남권,송파구,40,30,0.0393,0.023,0.39,0.0028
20230802,동남권,강동구,34,25,0.0325,0.016,0.32,0.0027
20230801,도심권,중구,24,21,0.0486,0.0178,0.36,0.0024
20230801,도심권,종로구,26,19,0.0594,0.013,0.36,0.0032
20230801,도심권,용산구,33,25,0.0559,0.0198,0.39,0.0031
20230801,서북권,은평구,25,21,0.0386,0.0091,0.31,0.0029
20230801,서북권,서대문구,22,16,0.061,0.0105,0.35,0.0026
20230801,서북권,마포구,32,22,0.0623,0.0152,0.35,0.0029
20230801,동북권,광진구,29,21,0.058,0.0106,0.28,0.0024
20230801,동북권,성동구,29,22,0.0599,0.0136,0.3,0.0028
20230801,동북권,중랑구,28,21,0.0502,0.009,0.27,0.0022
20230801,동북권,동대문구,29,22,0.0545,0.0085,0.25,0.0022
20230801,동북권,성북구,19,16,0.055,0.0128,0.37,0.0028
20230801,동북권,도봉구,20,16,0.0555,0.0075,0.45,0.0025
20230801,동북권,강북구,32,22,0.0549,0.0073,0.3,0.0022
20230801,동북권,노원구,28,21,0.0535,0.0119,0.32,0.002
20230801,서남권,강서구,33,24,0.0514,0.0167,0.39,0.0024
20230801,서남권,구로구,28,19,0.0512,0.0121,0.28,0.0022
20230801,서남권,영등포구,32,26,0.0529,0.0201,0.33,0.0025
20230801,서남권,동작구,34,26,0.0645,0.0148,0.31,0.0025
20230801,서남권,관악구,37,26,0.0607,0.0159,0.38,0.0025
20230801,서남권,금천구,34,29,0.0543,0.015,0.25,0.0031
20230801,서남권,양천구,34,25,0.0505,0.0168,0.38,0.0024
20230801,동남권,강남구,30,23,0.0424,0.0182,0.31,0.0028
20230801,동남권,서초구,31,15,0.0554,0.0176,0.34,0.0028
20230801,동남권,송파구,35,25,0.0613,0.0172,0.35,0.0023
20230801,동남권,강동구,28,20,0.0497,0.0119,0.3,0.0025
20230731,도심권,중구,25,22,0.035,0.0182,0.35,0.0026
20230731,도심권,종로구,28,21,0.0399,0.0153,0.38,0.0035
20230731,도심권,용산구,32,26,0.0469,0.0158,0.39,0.0031
20230731,서북권,은평구,26,21,0.0288,0.0085,0.31,0.0028
20230731,서북권,서대문구,24,16,0.0381,0.0099,0.36,0.0029
20230731,서북권,마포구,30,22,0.0443,0.0169,0.33,0.0031
20230731,동북권,광진구,30,22,0.0416,0.0156,0.32,0.0025
20230731,동북권,성동구,29,23,0.0433,0.0187,0.34,0.0028
20230731,동북권,중랑구,31,24,0.038,0.014,0.31,0.0024
20230731,동북권,동대문구,30,22,0.046,0.0115,0.36,0.003
20230731,동북권,성북구,22,18,0.0364,0.0144,0.4,0.0031
20230731,동북권,도봉구,21,15,0.0347,0.0078,0.45,0.0027
20230731,동북권,강북구,33,21,0.0331,0.0064,0.29,0.0023
20230731,동북권,노원구,29,22,0.0313,0.0119,0.33,0.0022
20230731,서남권,강서구,31,23,0.0378,0.014,0.33,0.0026
20230731,서남권,구로구,25,17,0.0394,0.0113,0.25,0.0027
20230731,서남권,영등포구,29,23,0.0404,0.018,0.31,0.0028
20230731,서남권,동작구,32,25,0.0471,0.0132,0.29,0.0024
20230731,서남권,관악구,35,24,0.0412,0.0161,0.36,0.0028
20230731,서남권,금천구,32,25,0.0407,0.0131,0.21,0.0032
20230731,서남권,양천구,32,23,0.0371,0.014,0.33,0.0026
20230731,동남권,강남구,32,25,0.0482,0.0178,0.32,0.0032
20230731,동남권,서초구,31,17,0.0437,0.0168,0.33,0.0029
20230731,동남권,송파구,33,23,0.0506,0.0197,0.37,0.0026
20230731,동남권,강동구,29,22,0.0376,0.0153,0.31,0.0026
20230730,도심권,중구,11,10,0.0319,0.0127,0.28,0.0023
20230730,도심권,종로구,14,9,0.0351,0.0101,0.29,0.0033
20230730,도심권,용산구,16,12,0.0361,0.0136,0.32,0.0029
20230730,서북권,은평구,11,10,0.0296,0.0061,0.21,0.003
20230730,서북권,서대문구,11,6,0.0355,0.0079,0.27,0.0025
20230730,서북권,마포구,15,10,0.0368,0.0124,0.29,0.0027
20230730,동북권,광진구,16,9,0.0331,0.008,0.19,0.0023
20230730,동북권,성동구,15,11,0.0357,0.0087,0.22,0.0025
20230730,동북권,중랑구,15,10,0.0308,0.006,0.21,0.0022
20230730,동북권,동대문구,18,10,0.036,0.0068,0.28,0.003
20230730,동북권,성북구,10,7,0.0312,0.0105,0.3,0.0028
20230730,동북권,도봉구,8,6,0.0333,0.0056,0.38,0.0025
20230730,동북권,강북구,18,9,0.0318,0.005,0.24,0.0021
20230730,동북권,노원구,15,10,0.0297,0.0076,0.27,0.002
20230730,서남권,강서구,13,8,0.0346,0.01,0.3,0.0023
20230730,서남권,구로구,11,7,0.0306,0.0072,0.21,0.0021
20230730,서남권,영등포구,16,10,0.0345,0.0126,0.29,0.0024
20230730,서남권,동작구,16,11,0.0382,0.0095,0.23,0.0022
20230730,서남권,관악구,17,11,0.0345,0.0109,0.31,0.0024
20230730,서남권,금천구,13,12,0.0344,0.0078,0.18,0.003
20230730,서남권,양천구,15,10,0.0317,0.0102,0.3,0.0025
20230730,동남권,강남구,16,12,0.0353,0.0106,0.27,0.003
20230730,동남권,서초구,16,5,0.0343,0.0094,0.26,0.0027
20230730,동남권,송파구,18,11,0.0362,0.0096,0.27,0.0023
20230730,동남권,강동구,16,9,0.0274,0.0073,0.2,0.0025
20230729,도심권,중구,25,23,0.0256,0.0128,0.3,0.0031
20230729,도심권,종로구,28,22,0.0292,0.0117,0.3,0.0043
20230729,도심권,용산구,34,27,0.0289,0.0137,0.34,0.0037
20230729,서북권,은평구,28,21,0.0219,0.0077,0.24,0.0037
20230729,서북권,서대문구,24,17,0.0282,0.0095,0.3,0.0036
20230729,서북권,마포구,30,22,0.0265,0.0146,0.3,0.0041
20230729,동북권,광진구,34,26,0.0308,0.0099,0.23,0.0029
20230729,동북권,성동구,33,26,0.0292,0.0127,0.24,0.0034
20230729,동북권,중랑구,34,27,0.0307,0.0072,0.22,0.003
20230729,동북권,동대문구,33,25,0.0315,0.0092,0.28,0.0038
20230729,동북권,성북구,21,20,0.0273,0.0113,0.33,0.0036
20230729,동북권,도봉구,21,17,0.0285,0.0062,0.39,0.0033
20230729,동북권,강북구,34,24,0.0278,0.0066,0.25,0.0028
20230729,동북권,노원구,30,23,0.0268,0.0091,0.27,0.0026
20230729,서남권,강서구,29,21,0.0236,0.0111,0.3,0.003
20230729,서남권,구로구,24,16,0.0237,0.0088,0.22,0.0034
20230729,서남권,영등포구,29,24,0.0254,0.0144,0.29,0.0035
20230729,서남권,동작구,29,23,0.0305,0.0111,0.24,0.0028
20230729,서남권,관악구,33,23,0.0255,0.0129,0.32,0.0033
20230729,서남권,금천구,27,23,0.0254,0.0105,0.19,0.0037
20230729,서남권,양천구,30,23,0.0229,0.0115,0.31,0.0033
20230729,동남권,강남구,38,28,0.0293,0.015,0.26,0.0036
20230729,동남권,서초구,29,15,0.0284,0.0132,0.31,0.0035
20230729,동남권,송파구,36,26,0.0287,0.0155,0.31,0.003
20230729,동남권,강동구,34,26,0.0267,0.0109,0.25,0.0029
20230728,도심권,중구,27,24,0.0277,0.017,0.33,0.0032
20230728,도심권,종로구,32,22,0.0318,0.0145,0.33,0.0043
20230728,도심권,용산구,36,26,0.0289,0.018,0.35,0.0037
20230728,서북권,은평구,28,22,0.0242,0.0095,0.24,0.0038
20230728,서북권,서대문구,26,19,0.0314,0.0115,0.34,0.0037
20230728,서북권,마포구,34,24,0.0318,0.0147,0.3,0.0039
20230728,동북권,광진구,33,23,0.0305,0.0137,0.26,0.0029
20230728,동북권,성동구,33,24,0.03,0.0171,0.29,0.0034
20230728,동북권,중랑구,34,25,0.0318,0.0112,0.25,0.0029
20230728,동북권,동대문구,36,24,0.0339,0.0118,0.32,0.0038
20230728,동북권,성북구,25,20,0.029,0.0152,0.38,0.0036
20230728,동북권,도봉구,25,19,0.0352,0.0079,0.42,0.0033
20230728,동북권,강북구,39,26,0.0338,0.0082,0.28,0.0029
20230728,동북권,노원구,34,24,0.0304,0.0118,0.29,0.0025
20230728,서남권,강서구,32,23,0.0254,0.0138,0.33,0.0031
20230728,서남권,구로구,25,16,0.0243,0.0111,0.22,0.0035
20230728,서남권,영등포구,30,24,0.0266,0.0167,0.3,0.0033
20230728,서남권,동작구,32,25,0.0291,0.0134,0.25,0.0028
20230728,서남권,관악구,32,20,0.0181,0.0179,0.33,0.0034
20230728,서남권,금천구,28,23,0.0225,0.012,0.2,0.0038
20230728,서남권,양천구,31,23,0.0223,0.0145,0.31,0.0033
20230728,동남권,강남구,34,25,0.0286,0.0186,0.29,0.0039
20230728,동남권,서초구,32,14,0.0292,0.0163,0.3,0.0035
20230728,동남권,송파구,36,24,0.0308,0.0189,0.32,0.003
20230728,동남권,강동구,30,22,0.0261,0.0133,0.27,0.0029
20230727,도심권,중구,17,13,0.026,0.0171,0.32,0.0028
20230727,도심권,종로구,20,11,0.0275,0.0162,0.34,0.0038
20230727,도심권,용산구,23,15,0.0287,0.0175,0.34,0.0032
20230727,서북권,은평구,19,15,0.0221,0.0108,0.24,0.0033
20230727,서북권,서대문구,17,10,0.0291,0.013,0.35,0.0032
20230727,서북권,마포구,22,13,0.0285,0.0158,0.31,0.0034
20230727,동북권,광진구,19,9,0.026,0.0152,0.23,0.0023
20230727,동북권,성동구,20,13,0.028,0.0167,0.27,0.0028
20230727,동북권,중랑구,21,12,0.027,0.0127,0.25,0.0023
